|dates|Fisher_Texas_UnitedStates.JHU_ConfirmedCases.data|Fisher_Texas_UnitedStates.JHU_ConfirmedCases.missing|Fisher_Texas_UnitedStates.NYT_ConfirmedCases.data|Fisher_Texas_UnitedStates.NYT_ConfirmedCases.missing|Fisher_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Fisher_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Fisher_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Fisher_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-15|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-05-16|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-05-17|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-05-18|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-05-19|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-05-20|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-05-21|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-05-22|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-05-23|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-05-24|2.0|0|2.0|0|1.0|0|0.0|100
0|2020-05-25|2.0|0|2.0|0|1.0|0|0.0|100
0|2020-05-26|2.0|0|2.0|0|1.0|0|0.0|100
0|2020-05-27|2.0|0|2.0|0|1.0|0|0.0|100
0|2020-05-28|2.0|0|2.0|0|1.0|0|0.0|100
0|2020-05-29|2.0|0|2.0|0|1.0|0|0.0|100
0|2020-05-30|2.0|0|2.0|0|1.0|0|0.0|100
0|2020-05-31|2.0|0|2.0|0|1.0|0|0.0|100
0|2020-06-01|2.0|0|2.0|0|1.0|0|0.0|100
0|2020-06-02|2.0|0|2.0|0|1.0|0|0.0|100
0|2020-06-03|2.0|0|2.0|0|1.0|0|0.0|100
0|2020-06-04|2.0|0|2.0|0|1.0|0|0.0|100
0|2020-06-05|2.0|0|2.0|0|1.0|0|0.0|100
0|2020-06-06|2.0|0|2.0|0|1.0|0|0.0|100
0|2020-06-07|2.0|0|2.0|0|1.0|0|0.0|100
0|2020-06-08|2.0|0|2.0|0|1.0|0|0.0|100
0|2020-06-09|2.0|0|2.0|0|1.0|0|0.0|100
0|2020-06-10|2.0|0|2.0|0|1.0|0|0.0|100
0|2020-06-11|2.0|0|2.0|0|1.0|0|0.0|100
0|2020-06-12|2.0|0|2.0|0|1.0|0|0.0|100
0|2020-06-13|2.0|0|2.0|0|1.0|0|0.0|100
0|2020-06-14|2.0|0|2.0|0|1.0|0|0.0|100
0|2020-06-15|2.0|0|2.0|0|1.0|0|0.0|100
0|2020-06-16|2.0|0|2.0|0|1.0|0|0.0|100
0|2020-06-17|2.0|0|2.0|0|1.0|0|0.0|100
0|2020-06-18|2.0|0|2.0|0|1.0|0|0.0|100
0|2020-06-19|2.0|0|2.0|0|1.0|0|0.0|100
0|2020-06-20|2.0|0|2.0|0|1.0|0|0.0|100
0|2020-06-21|2.0|0|2.0|0|1.0|0|0.0|100
0|2020-06-22|2.0|0|2.0|0|1.0|0|0.0|100
0|2020-06-23|2.0|0|2.0|0|1.0|0|0.0|100
0|2020-06-24|2.0|0|2.0|0|1.0|0|0.0|100
0|2020-06-25|2.0|0|2.0|0|1.0|0|0.0|100
0|2020-06-26|2.0|0|2.0|0|1.0|0|0.0|100
0|2020-06-27|5.0|0|5.0|0|1.0|0|0.0|100
0|2020-06-28|5.0|0|5.0|0|1.0|0|0.0|100
0|2020-06-29|5.0|0|5.0|0|1.0|0|0.0|100
0|2020-06-30|5.0|0|5.0|0|1.0|0|0.0|100
0|2020-07-01|5.0|0|5.0|0|1.0|0|0.0|100
0|2020-07-02|8.0|0|8.0|0|1.0|0|0.0|100
0|2020-07-03|10.0|0|10.0|0|1.0|0|0.0|100
0|2020-07-04|10.0|0|10.0|0|1.0|0|0.0|100
0|2020-07-05|11.0|0|11.0|0|1.0|0|0.0|100
0|2020-07-06|11.0|0|11.0|0|1.0|0|0.0|100
0|2020-07-07|11.0|0|11.0|0|1.0|0|0.0|100
0|2020-07-08|11.0|0|11.0|0|1.0|0|0.0|100
0|2020-07-09|11.0|0|11.0|0|1.0|0|0.0|100
0|2020-07-10|11.0|0|11.0|0|1.0|0|0.0|100
0|2020-07-11|13.0|0|13.0|0|1.0|0|0.0|100
0|2020-07-12|13.0|0|13.0|0|1.0|0|0.0|100
0|2020-07-13|13.0|0|13.0|0|1.0|0|0.0|100
0|2020-07-14|14.0|0|14.0|0|1.0|0|0.0|100
0|2020-07-15|16.0|0|16.0|0|1.0|0|0.0|100
0|2020-07-16|16.0|0|16.0|0|1.0|0|0.0|100
0|2020-07-17|16.0|0|16.0|0|1.0|0|0.0|100
0|2020-07-18|22.0|0|22.0|0|1.0|0|0.0|100
0|2020-07-19|22.0|0|22.0|0|1.0|0|0.0|100
0|2020-07-20|22.0|0|22.0|0|1.0|0|0.0|100
0|2020-07-21|22.0|0|22.0|0|1.0|0|0.0|100
0|2020-07-22|23.0|0|23.0|0|1.0|0|0.0|100
0|2020-07-23|23.0|0|23.0|0|1.0|0|0.0|100
0|2020-07-24|23.0|0|23.0|0|1.0|0|0.0|100
0|2020-07-25|23.0|0|23.0|0|1.0|0|0.0|100
0|2020-07-26|23.0|0|23.0|0|1.0|0|0.0|100
0|2020-07-27|23.0|0|23.0|0|1.0|0|0.0|100
0|2020-07-28|23.0|0|23.0|0|1.0|0|0.0|100
0|2020-07-29|23.0|0|23.0|0|1.0|0|0.0|100
0|2020-07-30|23.0|0|23.0|0|1.0|0|0.0|100
0|2020-07-31|24.0|0|24.0|0|1.0|0|0.0|100
0|2020-08-01|24.0|0|24.0|0|1.0|0|0.0|100
0|2020-08-02|24.0|0|24.0|0|1.0|0|0.0|100
0|2020-08-03|24.0|0|24.0|0|1.0|0|0.0|100
0|2020-08-04|26.0|0|26.0|0|1.0|0|0.0|100
0|2020-08-05|26.0|0|26.0|0|1.0|0|0.0|100
0|2020-08-06|26.0|0|26.0|0|1.0|0|0.0|100
0|2020-08-07|26.0|0|26.0|0|1.0|0|0.0|100
0|2020-08-08|28.0|0|28.0|0|1.0|0|0.0|100
0|2020-08-09|28.0|0|28.0|0|1.0|0|0.0|100
0|2020-08-10|28.0|0|28.0|0|1.0|0|0.0|100
0|2020-08-11|29.0|0|29.0|0|1.0|0|0.0|100
0|2020-08-12|29.0|0|29.0|0|1.0|0|0.0|100
0|2020-08-13|30.0|0|30.0|0|1.0|0|0.0|100
0|2020-08-14|30.0|0|30.0|0|1.0|0|0.0|100
0|2020-08-15|31.0|0|31.0|0|1.0|0|0.0|100
0|2020-08-16|31.0|0|31.0|0|1.0|0|0.0|100
0|2020-08-17|31.0|0|31.0|0|1.0|0|0.0|100
0|2020-08-18|36.0|0|36.0|0|1.0|0|0.0|100
0|2020-08-19|42.0|0|42.0|0|1.0|0|0.0|100
0|2020-08-20|45.0|0|45.0|0|1.0|0|0.0|100
0|2020-08-21|47.0|0|47.0|0|1.0|0|0.0|100
0|2020-08-22|48.0|0|48.0|0|1.0|0|0.0|100
0|2020-08-23|48.0|0|48.0|0|1.0|0|0.0|100
0|2020-08-24|48.0|0|48.0|0|1.0|0|0.0|100
0|2020-08-25|50.0|0|50.0|0|1.0|0|0.0|100
0|2020-08-26|52.0|0|52.0|0|1.0|0|0.0|100
0|2020-08-27|52.0|0|52.0|0|1.0|0|0.0|100
0|2020-08-28|52.0|0|52.0|0|1.0|0|0.0|100
0|2020-08-29|58.0|0|58.0|0|1.0|0|0.0|100
0|2020-08-30|58.0|0|58.0|0|1.0|0|0.0|100
0|2020-08-31|58.0|0|58.0|0|1.0|0|0.0|100
0|2020-09-01|59.0|0|59.0|0|1.0|0|0.0|100
0|2020-09-02|59.0|0|59.0|0|1.0|0|0.0|100
0|2020-09-03|60.0|0|60.0|0|1.0|0|0.0|100
0|2020-09-04|60.0|0|60.0|0|1.0|0|0.0|100
0|2020-09-05|60.0|0|60.0|0|1.0|0|0.0|100
0|2020-09-06|60.0|0|60.0|0|1.0|0|0.0|100
0|2020-09-07|60.0|0|60.0|0|1.0|0|0.0|100
0|2020-09-08|60.0|0|60.0|0|1.0|0|0.0|100
0|2020-09-09|61.0|0|61.0|0|1.0|0|0.0|100
0|2020-09-10|61.0|0|61.0|0|1.0|0|0.0|100
0|2020-09-11|62.0|0|62.0|0|1.0|0|0.0|100
0|2020-09-12|62.0|0|62.0|0|1.0|0|0.0|100
0|2020-09-13|62.0|0|62.0|0|1.0|0|0.0|100
0|2020-09-14|62.0|0|62.0|0|1.0|0|0.0|100
0|2020-09-15|63.0|0|63.0|0|1.0|0|0.0|100
0|2020-09-16|63.0|0|63.0|0|1.0|0|0.0|100
0|2020-09-17|64.0|0|64.0|0|1.0|0|0.0|100
0|2020-09-18|64.0|0|64.0|0|1.0|0|0.0|100
0|2020-09-19|64.0|0|64.0|0|1.0|0|0.0|100
0|2020-09-20|64.0|0|64.0|0|2.0|0|0.0|100
0|2020-09-21|64.0|0|64.0|0|2.0|0|0.0|100
0|2020-09-22|65.0|0|65.0|0|3.0|0|0.0|100
0|2020-09-23|66.0|0|66.0|0|3.0|0|0.0|100
0|2020-09-24|66.0|0|66.0|0|3.0|0|0.0|100
0|2020-09-25|66.0|0|66.0|0|3.0|0|0.0|100
0|2020-09-26|66.0|0|66.0|0|3.0|0|0.0|100
0|2020-09-27|66.0|0|66.0|0|3.0|0|0.0|100
0|2020-09-28|66.0|0|66.0|0|3.0|0|0.0|100
0|2020-09-29|66.0|0|66.0|0|3.0|0|0.0|100
0|2020-09-30|66.0|0|66.0|0|3.0|0|0.0|100
0|2020-10-01|67.0|0|67.0|0|3.0|0|0.0|100
0|2020-10-02|67.0|0|67.0|0|3.0|0|0.0|100
0|2020-10-03|68.0|0|68.0|0|3.0|0|0.0|100
0|2020-10-04|68.0|0|68.0|0|3.0|0|0.0|100
0|2020-10-05|68.0|0|68.0|0|3.0|0|0.0|100
0|2020-10-06|70.0|0|70.0|0|3.0|0|0.0|100
0|2020-10-07|70.0|0|70.0|0|3.0|0|0.0|100
0|2020-10-08|70.0|0|70.0|0|3.0|0|0.0|100
0|2020-10-09|75.0|0|75.0|0|3.0|0|0.0|100
0|2020-10-10|75.0|0|75.0|0|3.0|0|0.0|100
0|2020-10-11|75.0|0|75.0|0|3.0|0|0.0|100
0|2020-10-12|75.0|0|75.0|0|3.0|0|0.0|100
0|2020-10-13|75.0|0|75.0|0|3.0|0|0.0|100
0|2020-10-14|84.0|0|84.0|0|3.0|0|0.0|100
0|2020-10-15|85.0|0|85.0|0|3.0|0|0.0|100
0|2020-10-16|85.0|0|85.0|0|3.0|0|0.0|100
0|2020-10-17|83.0|0|83.0|0|3.0|0|0.0|100
0|2020-10-18|83.0|0|83.0|0|3.0|0|0.0|100
0|2020-10-19|83.0|0|83.0|0|3.0|0|0.0|100
0|2020-10-20|88.0|0|88.0|0|3.0|0|0.0|100
0|2020-10-21|91.0|0|91.0|0|3.0|0|0.0|100
0|2020-10-22|91.0|0|91.0|0|3.0|0|0.0|100
0|2020-10-23|96.0|0|96.0|0|3.0|0|0.0|100
0|2020-10-24|102.0|0|102.0|0|3.0|0|0.0|100
0|2020-10-25|102.0|0|102.0|0|3.0|0|0.0|100
0|2020-10-26|102.0|0|102.0|0|3.0|0|0.0|100
0|2020-10-27|106.0|0|106.0|0|3.0|0|0.0|100
0|2020-10-28|106.0|0|106.0|0|3.0|0|0.0|100
0|2020-10-29|107.0|0|107.0|0|3.0|0|0.0|100
0|2020-10-30|112.0|0|112.0|0|3.0|0|0.0|100
0|2020-10-31|117.0|0|117.0|0|4.0|0|0.0|100
0|2020-11-01|117.0|0|117.0|0|4.0|0|0.0|100
0|2020-11-02|117.0|0|117.0|0|4.0|0|0.0|100
0|2020-11-03|124.0|0|124.0|0|4.0|0|0.0|100
0|2020-11-04|124.0|0|124.0|0|4.0|0|0.0|100
0|2020-11-05|125.0|0|125.0|0|4.0|0|0.0|100
0|2020-11-06|128.0|0|128.0|0|4.0|0|0.0|100
0|2020-11-07|128.0|0|128.0|0|4.0|0|0.0|100
0|2020-11-08|128.0|0|128.0|0|4.0|0|0.0|100
0|2020-11-09|128.0|0|128.0|0|4.0|0|0.0|100
0|2020-11-10|132.0|0|132.0|0|4.0|0|0.0|100
0|2020-11-11|138.0|0|138.0|0|4.0|0|0.0|100
0|2020-11-12|138.0|0|138.0|0|4.0|0|0.0|100
0|2020-11-13|138.0|0|138.0|0|4.0|0|0.0|100
0|2020-11-14|138.0|0|138.0|0|4.0|0|0.0|100
0|2020-11-15|138.0|0|138.0|0|4.0|0|0.0|100
0|2020-11-16|138.0|0|138.0|0|4.0|0|0.0|100
0|2020-11-17|140.0|0|140.0|0|4.0|0|0.0|100
0|2020-11-18|143.0|0|143.0|0|4.0|0|0.0|100
0|2020-11-19|143.0|0|143.0|0|4.0|0|0.0|100
0|2020-11-20|145.0|0|145.0|0|4.0|0|0.0|100
0|2020-11-21|145.0|0|145.0|0|4.0|0|0.0|100
0|2020-11-22|145.0|0|145.0|0|4.0|0|0.0|100
0|2020-11-23|145.0|0|145.0|0|4.0|0|0.0|100
0|2020-11-24|149.0|0|149.0|0|4.0|0|0.0|100
0|2020-11-25|159.0|0|159.0|0|4.0|0|0.0|100
0|2020-11-26|157.0|0|157.0|0|4.0|0|0.0|100
0|2020-11-27|157.0|0|157.0|0|4.0|0|0.0|100
0|2020-11-28|157.0|0|157.0|0|4.0|0|0.0|100
0|2020-11-29|157.0|0|157.0|0|4.0|0|0.0|100
0|2020-11-30|157.0|0|157.0|0|4.0|0|0.0|100
0|2020-12-01|162.0|0|162.0|0|4.0|0|0.0|100
0|2020-12-02|163.0|0|163.0|0|4.0|0|0.0|100
0|2020-12-03|172.0|0|172.0|0|4.0|0|0.0|100
0|2020-12-04|169.0|0|169.0|0|4.0|0|0.0|100
0|2020-12-05|173.0|0|173.0|0|4.0|0|0.0|100
0|2020-12-06|173.0|0|173.0|0|4.0|0|0.0|100
0|2020-12-07|173.0|0|173.0|0|5.0|0|0.0|100
0|2020-12-08|177.0|0|177.0|0|5.0|0|0.0|100
0|2020-12-09|182.0|0|182.0|0|5.0|0|0.0|100
0|2020-12-10|190.0|0|190.0|0|5.0|0|0.0|100
0|2020-12-11|190.0|0|190.0|0|5.0|0|0.0|100
0|2020-12-12|190.0|0|190.0|0|5.0|0|0.0|100
0|2020-12-13|190.0|0|190.0|0|5.0|0|0.0|100
0|2020-12-14|190.0|0|190.0|0|5.0|0|0.0|100
0|2020-12-15|199.0|0|199.0|0|6.0|0|0.0|100
0|2020-12-16|204.0|0|204.0|0|6.0|0|0.0|100
0|2020-12-17|206.0|0|206.0|0|7.0|0|0.0|100
0|2020-12-18|206.0|0|206.0|0|7.0|0|0.0|100
0|2020-12-19|207.0|0|207.0|0|7.0|0|0.0|100
0|2020-12-20|207.0|0|207.0|0|7.0|0|0.0|100
0|2020-12-21|207.0|0|207.0|0|7.0|0|0.0|100
0|2020-12-22|210.0|0|210.0|0|7.0|0|0.0|100
0|2020-12-23|212.0|0|212.0|0|7.0|0|0.0|100
0|2020-12-24|212.0|0|212.0|0|8.0|0|0.0|100
0|2020-12-25|212.0|0|212.0|0|9.0|0|0.0|100
0|2020-12-26|212.0|0|212.0|0|9.0|0|0.0|100
0|2020-12-27|212.0|0|212.0|0|9.0|0|0.0|100
0|2020-12-28|212.0|0|212.0|0|9.0|0|0.0|100
0|2020-12-29|216.0|0|216.0|0|9.0|0|0.0|100
0|2020-12-30|218.0|0|218.0|0|9.0|0|0.0|100
0|2020-12-31|221.0|0|221.0|0|9.0|0|0.0|100
0|2021-01-01|221.0|0|221.0|0|9.0|0|0.0|100
0|2021-01-02|221.0|0|221.0|0|10.0|0|0.0|100
0|2021-01-03|221.0|0|221.0|0|10.0|0|0.0|100
0|2021-01-04|221.0|0|221.0|0|10.0|0|0.0|100
0|2021-01-05|227.0|0|227.0|0|10.0|0|0.0|100
0|2021-01-06|227.0|0|227.0|0|10.0|0|0.0|100
0|2021-01-07|239.0|0|239.0|0|10.0|0|0.0|100
0|2021-01-08|239.0|0|245.0|0|10.0|0|0.0|100
0|2021-01-09|250.0|0|250.0|0|10.0|0|0.0|100
0|2021-01-10|250.0|0|250.0|0|10.0|0|0.0|100
0|2021-01-11|250.0|0|250.0|0|10.0|0|0.0|100
0|2021-01-12|258.0|0|258.0|0|10.0|0|0.0|100
0|2021-01-13|259.0|0|259.0|0|10.0|0|0.0|100
0|2021-01-14|261.0|0|261.0|0|10.0|0|0.0|100
0|2021-01-15|261.0|0|263.0|0|10.0|0|0.0|100
0|2021-01-16|266.0|0|266.0|0|10.0|0|0.0|100
0|2021-01-17|266.0|0|266.0|0|10.0|0|0.0|100
0|2021-01-18|266.0|0|266.0|0|10.0|0|0.0|100
0|2021-01-19|266.0|0|266.0|0|10.0|0|0.0|100
0|2021-01-20|268.0|0|268.0|0|10.0|0|0.0|100
0|2021-01-21|271.0|0|271.0|0|10.0|0|0.0|100
0|2021-01-22|273.0|0|273.0|0|11.0|0|0.0|100
0|2021-01-23|273.0|0|273.0|0|12.0|0|0.0|100
0|2021-01-24|273.0|0|273.0|0|12.0|0|0.0|100
0|2021-01-25|273.0|0|273.0|0|12.0|0|0.0|100
0|2021-01-26|276.0|0|276.0|0|12.0|0|0.0|100
0|2021-01-27|281.0|0|281.0|0|12.0|0|0.0|100
0|2021-01-28|281.0|0|281.0|0|12.0|0|0.0|100
0|2021-01-29|282.0|0|282.0|0|12.0|0|0.0|100
0|2021-01-30|283.0|0|283.0|0|12.0|0|0.0|100
0|2021-01-31|283.0|0|283.0|0|12.0|0|0.0|100
0|2021-02-01|283.0|0|283.0|0|12.0|0|0.0|100
0|2021-02-02|287.0|0|287.0|0|12.0|0|0.0|100
0|2021-02-03|287.0|0|287.0|0|12.0|0|0.0|100
0|2021-02-04|287.0|0|287.0|0|13.0|0|0.0|100
0|2021-02-05|289.0|0|289.0|0|13.0|0|0.0|100
0|2021-02-06|290.0|0|290.0|0|13.0|0|0.0|100
0|2021-02-07|290.0|0|290.0|0|13.0|0|0.0|100
0|2021-02-08|290.0|0|290.0|0|13.0|0|0.0|100
0|2021-02-09|290.0|0|290.0|0|13.0|0|0.0|100
