|dates|Tippah_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Tippah_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Tippah_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Tippah_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Tippah_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Tippah_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Tippah_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Tippah_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|66.0|0|66.0|0|11.0|0|0.0|100
0|2020-05-15|67.0|0|67.0|0|11.0|0|0.0|100
0|2020-05-16|69.0|0|69.0|0|11.0|0|0.0|100
0|2020-05-17|69.0|0|69.0|0|11.0|0|0.0|100
0|2020-05-18|69.0|0|69.0|0|11.0|0|0.0|100
0|2020-05-19|69.0|0|69.0|0|11.0|0|0.0|100
0|2020-05-20|69.0|0|69.0|0|11.0|0|0.0|100
0|2020-05-21|69.0|0|69.0|0|11.0|0|0.0|100
0|2020-05-22|69.0|0|69.0|0|11.0|0|0.0|100
0|2020-05-23|69.0|0|69.0|0|11.0|0|0.0|100
0|2020-05-24|70.0|0|70.0|0|11.0|0|0.0|100
0|2020-05-25|70.0|0|70.0|0|11.0|0|0.0|100
0|2020-05-26|71.0|0|71.0|0|11.0|0|0.0|100
0|2020-05-27|71.0|0|71.0|0|11.0|0|0.0|100
0|2020-05-28|71.0|0|71.0|0|11.0|0|0.0|100
0|2020-05-29|71.0|0|71.0|0|11.0|0|0.0|100
0|2020-05-30|73.0|0|73.0|0|11.0|0|0.0|100
0|2020-05-31|73.0|0|73.0|0|11.0|0|0.0|100
0|2020-06-01|73.0|0|73.0|0|11.0|0|0.0|100
0|2020-06-02|76.0|0|76.0|0|11.0|0|0.0|100
0|2020-06-03|76.0|0|76.0|0|11.0|0|0.0|100
0|2020-06-04|76.0|0|76.0|0|11.0|0|0.0|100
0|2020-06-05|76.0|0|76.0|0|11.0|0|0.0|100
0|2020-06-06|79.0|0|79.0|0|11.0|0|0.0|100
0|2020-06-07|80.0|0|80.0|0|11.0|0|0.0|100
0|2020-06-08|84.0|0|84.0|0|11.0|0|0.0|100
0|2020-06-09|87.0|0|87.0|0|11.0|0|0.0|100
0|2020-06-10|90.0|0|90.0|0|11.0|0|0.0|100
0|2020-06-11|90.0|0|90.0|0|11.0|0|0.0|100
0|2020-06-12|92.0|0|92.0|0|11.0|0|0.0|100
0|2020-06-13|93.0|0|93.0|0|11.0|0|0.0|100
0|2020-06-14|93.0|0|93.0|0|11.0|0|0.0|100
0|2020-06-15|94.0|0|94.0|0|11.0|0|0.0|100
0|2020-06-16|95.0|0|95.0|0|11.0|0|0.0|100
0|2020-06-17|100.0|0|100.0|0|11.0|0|0.0|100
0|2020-06-18|100.0|0|100.0|0|11.0|0|0.0|100
0|2020-06-19|100.0|0|100.0|0|11.0|0|0.0|100
0|2020-06-20|100.0|0|100.0|0|11.0|0|0.0|100
0|2020-06-21|100.0|0|100.0|0|11.0|0|0.0|100
0|2020-06-22|106.0|0|106.0|0|11.0|0|0.0|100
0|2020-06-23|107.0|0|107.0|0|11.0|0|0.0|100
0|2020-06-24|109.0|0|109.0|0|11.0|0|0.0|100
0|2020-06-25|115.0|0|115.0|0|11.0|0|0.0|100
0|2020-06-26|116.0|0|116.0|0|11.0|0|0.0|100
0|2020-06-27|116.0|0|116.0|0|11.0|0|0.0|100
0|2020-06-28|116.0|0|116.0|0|11.0|0|0.0|100
0|2020-06-29|116.0|0|119.0|0|11.0|0|0.0|100
0|2020-06-30|121.0|0|121.0|0|11.0|0|0.0|100
0|2020-07-01|121.0|0|123.0|0|11.0|0|0.0|100
0|2020-07-02|127.0|0|127.0|0|11.0|0|0.0|100
0|2020-07-03|128.0|0|128.0|0|11.0|0|0.0|100
0|2020-07-04|130.0|0|130.0|0|11.0|0|0.0|100
0|2020-07-05|130.0|0|130.0|0|11.0|0|0.0|100
0|2020-07-06|131.0|0|131.0|0|11.0|0|0.0|100
0|2020-07-07|138.0|0|138.0|0|11.0|0|0.0|100
0|2020-07-08|142.0|0|142.0|0|11.0|0|0.0|100
0|2020-07-09|144.0|0|144.0|0|11.0|0|0.0|100
0|2020-07-10|144.0|0|144.0|0|11.0|0|0.0|100
0|2020-07-11|145.0|0|145.0|0|11.0|0|0.0|100
0|2020-07-12|146.0|0|146.0|0|11.0|0|0.0|100
0|2020-07-13|147.0|0|147.0|0|11.0|0|0.0|100
0|2020-07-14|151.0|0|151.0|0|11.0|0|0.0|100
0|2020-07-15|154.0|0|154.0|0|11.0|0|0.0|100
0|2020-07-16|159.0|0|159.0|0|11.0|0|0.0|100
0|2020-07-17|180.0|0|180.0|0|11.0|0|0.0|100
0|2020-07-18|181.0|0|181.0|0|11.0|0|0.0|100
0|2020-07-19|190.0|0|190.0|0|11.0|0|0.0|100
0|2020-07-20|193.0|0|193.0|0|11.0|0|0.0|100
0|2020-07-21|203.0|0|203.0|0|11.0|0|0.0|100
0|2020-07-22|212.0|0|212.0|0|11.0|0|0.0|100
0|2020-07-23|216.0|0|216.0|0|11.0|0|0.0|100
0|2020-07-24|223.0|0|223.0|0|11.0|0|0.0|100
0|2020-07-25|232.0|0|232.0|0|11.0|0|0.0|100
0|2020-07-26|236.0|0|236.0|0|11.0|0|0.0|100
0|2020-07-27|240.0|0|240.0|0|11.0|0|0.0|100
0|2020-07-28|255.0|0|255.0|0|11.0|0|0.0|100
0|2020-07-29|264.0|0|264.0|0|11.0|0|0.0|100
0|2020-07-30|269.0|0|269.0|0|12.0|0|0.0|100
0|2020-07-31|285.0|0|285.0|0|12.0|0|0.0|100
0|2020-08-01|294.0|0|294.0|0|12.0|0|0.0|100
0|2020-08-02|304.0|0|304.0|0|12.0|0|0.0|100
0|2020-08-03|312.0|0|312.0|0|12.0|0|0.0|100
0|2020-08-04|316.0|0|316.0|0|12.0|0|0.0|100
0|2020-08-05|320.0|0|320.0|0|13.0|0|0.0|100
0|2020-08-06|325.0|0|325.0|0|13.0|0|0.0|100
0|2020-08-07|342.0|0|342.0|0|13.0|0|0.0|100
0|2020-08-08|360.0|0|360.0|0|13.0|0|0.0|100
0|2020-08-09|366.0|0|366.0|0|13.0|0|0.0|100
0|2020-08-10|367.0|0|367.0|0|13.0|0|0.0|100
0|2020-08-11|374.0|0|374.0|0|14.0|0|0.0|100
0|2020-08-12|388.0|0|388.0|0|14.0|0|0.0|100
0|2020-08-13|411.0|0|411.0|0|14.0|0|0.0|100
0|2020-08-14|426.0|0|426.0|0|14.0|0|0.0|100
0|2020-08-15|434.0|0|434.0|0|14.0|0|0.0|100
0|2020-08-16|438.0|0|438.0|0|14.0|0|0.0|100
0|2020-08-17|443.0|0|443.0|0|14.0|0|0.0|100
0|2020-08-18|451.0|0|451.0|0|14.0|0|0.0|100
0|2020-08-19|459.0|0|459.0|0|14.0|0|0.0|100
0|2020-08-20|465.0|0|465.0|0|14.0|0|0.0|100
0|2020-08-21|478.0|0|478.0|0|15.0|0|0.0|100
0|2020-08-22|489.0|0|489.0|0|15.0|0|0.0|100
0|2020-08-23|496.0|0|496.0|0|15.0|0|0.0|100
0|2020-08-24|500.0|0|500.0|0|15.0|0|0.0|100
0|2020-08-25|517.0|0|517.0|0|15.0|0|0.0|100
0|2020-08-26|524.0|0|524.0|0|15.0|0|0.0|100
0|2020-08-27|528.0|0|528.0|0|15.0|0|0.0|100
0|2020-08-28|531.0|0|531.0|0|15.0|0|0.0|100
0|2020-08-29|538.0|0|538.0|0|15.0|0|0.0|100
0|2020-08-30|545.0|0|545.0|0|15.0|0|0.0|100
0|2020-08-31|548.0|0|548.0|0|15.0|0|0.0|100
0|2020-09-01|551.0|0|551.0|0|15.0|0|0.0|100
0|2020-09-02|555.0|0|555.0|0|15.0|0|0.0|100
0|2020-09-03|560.0|0|560.0|0|15.0|0|0.0|100
0|2020-09-04|563.0|0|563.0|0|16.0|0|0.0|100
0|2020-09-05|564.0|0|564.0|0|16.0|0|0.0|100
0|2020-09-06|567.0|0|567.0|0|16.0|0|0.0|100
0|2020-09-07|568.0|0|568.0|0|16.0|0|0.0|100
0|2020-09-08|572.0|0|572.0|0|16.0|0|0.0|100
0|2020-09-09|578.0|0|578.0|0|16.0|0|0.0|100
0|2020-09-10|586.0|0|586.0|0|16.0|0|0.0|100
0|2020-09-11|600.0|0|600.0|0|16.0|0|0.0|100
0|2020-09-12|603.0|0|603.0|0|16.0|0|0.0|100
0|2020-09-13|611.0|0|611.0|0|16.0|0|0.0|100
0|2020-09-14|611.0|0|611.0|0|16.0|0|0.0|100
0|2020-09-15|613.0|0|613.0|0|16.0|0|0.0|100
0|2020-09-16|620.0|0|620.0|0|16.0|0|0.0|100
0|2020-09-17|635.0|0|635.0|0|16.0|0|0.0|100
0|2020-09-18|637.0|0|637.0|0|16.0|0|0.0|100
0|2020-09-19|642.0|0|642.0|0|16.0|0|0.0|100
0|2020-09-20|642.0|0|642.0|0|16.0|0|0.0|100
0|2020-09-21|645.0|0|645.0|0|16.0|0|0.0|100
0|2020-09-22|650.0|0|650.0|0|17.0|0|0.0|100
0|2020-09-23|654.0|0|654.0|0|17.0|0|0.0|100
0|2020-09-24|665.0|0|665.0|0|17.0|0|0.0|100
0|2020-09-25|669.0|0|669.0|0|17.0|0|0.0|100
0|2020-09-26|671.0|0|671.0|0|17.0|0|0.0|100
0|2020-09-27|672.0|0|672.0|0|17.0|0|0.0|100
0|2020-09-28|673.0|0|673.0|0|17.0|0|0.0|100
0|2020-09-29|687.0|0|687.0|0|18.0|0|0.0|100
0|2020-09-30|705.0|0|705.0|0|18.0|0|0.0|100
0|2020-10-01|720.0|0|720.0|0|18.0|0|0.0|100
0|2020-10-02|723.0|0|723.0|0|18.0|0|0.0|100
0|2020-10-03|729.0|0|729.0|0|18.0|0|0.0|100
0|2020-10-04|736.0|0|736.0|0|18.0|0|0.0|100
0|2020-10-05|736.0|0|736.0|0|18.0|0|0.0|100
0|2020-10-06|743.0|0|743.0|0|18.0|0|0.0|100
0|2020-10-07|755.0|0|755.0|0|18.0|0|0.0|100
0|2020-10-08|759.0|0|759.0|0|18.0|0|0.0|100
0|2020-10-09|764.0|0|764.0|0|18.0|0|0.0|100
0|2020-10-10|782.0|0|782.0|0|19.0|0|0.0|100
0|2020-10-11|783.0|0|783.0|0|19.0|0|0.0|100
0|2020-10-12|787.0|0|787.0|0|19.0|0|0.0|100
0|2020-10-13|800.0|0|800.0|0|19.0|0|0.0|100
0|2020-10-14|812.0|0|812.0|0|19.0|0|0.0|100
0|2020-10-15|823.0|0|823.0|0|20.0|0|0.0|100
0|2020-10-16|844.0|0|844.0|0|20.0|0|0.0|100
0|2020-10-17|848.0|0|848.0|0|20.0|0|0.0|100
0|2020-10-18|848.0|0|848.0|0|20.0|0|0.0|100
0|2020-10-19|851.0|0|851.0|0|20.0|0|0.0|100
0|2020-10-20|859.0|0|859.0|0|21.0|0|0.0|100
0|2020-10-21|865.0|0|865.0|0|21.0|0|0.0|100
0|2020-10-22|881.0|0|881.0|0|21.0|0|0.0|100
0|2020-10-23|889.0|0|889.0|0|22.0|0|0.0|100
0|2020-10-24|903.0|0|903.0|0|22.0|0|0.0|100
0|2020-10-25|903.0|0|903.0|0|22.0|0|0.0|100
0|2020-10-26|913.0|0|913.0|0|23.0|0|0.0|100
0|2020-10-27|931.0|0|931.0|0|23.0|0|0.0|100
0|2020-10-28|949.0|0|949.0|0|24.0|0|0.0|100
0|2020-10-29|951.0|0|951.0|0|24.0|0|0.0|100
0|2020-10-30|962.0|0|962.0|0|25.0|0|0.0|100
0|2020-10-31|974.0|0|974.0|0|25.0|0|0.0|100
0|2020-11-01|975.0|0|975.0|0|25.0|0|0.0|100
0|2020-11-02|977.0|0|977.0|0|25.0|0|0.0|100
0|2020-11-03|986.0|0|986.0|0|25.0|0|0.0|100
0|2020-11-04|992.0|0|992.0|0|25.0|0|0.0|100
0|2020-11-05|1009.0|0|1009.0|0|25.0|0|0.0|100
0|2020-11-06|1021.0|0|1021.0|0|26.0|0|0.0|100
0|2020-11-07|1035.0|0|1035.0|0|26.0|0|0.0|100
0|2020-11-08|1039.0|0|1039.0|0|26.0|0|0.0|100
0|2020-11-09|1044.0|0|1044.0|0|26.0|0|0.0|100
0|2020-11-10|1051.0|0|1051.0|0|27.0|0|0.0|100
0|2020-11-11|1061.0|0|1061.0|0|27.0|0|0.0|100
0|2020-11-12|1078.0|0|1078.0|0|28.0|0|0.0|100
0|2020-11-13|1088.0|0|1088.0|0|28.0|0|0.0|100
0|2020-11-14|1102.0|0|1102.0|0|28.0|0|0.0|100
0|2020-11-15|1109.0|0|1109.0|0|28.0|0|0.0|100
0|2020-11-16|1113.0|0|1113.0|0|28.0|0|0.0|100
0|2020-11-17|1133.0|0|1133.0|0|29.0|0|0.0|100
0|2020-11-18|1150.0|0|1150.0|0|29.0|0|0.0|100
0|2020-11-19|1157.0|0|1157.0|0|30.0|0|0.0|100
0|2020-11-20|1183.0|0|1183.0|0|30.0|0|0.0|100
0|2020-11-21|1199.0|0|1199.0|0|30.0|0|0.0|100
0|2020-11-22|1204.0|0|1204.0|0|30.0|0|0.0|100
0|2020-11-23|1209.0|0|1209.0|0|30.0|0|0.0|100
0|2020-11-24|1215.0|0|1215.0|0|30.0|0|0.0|100
0|2020-11-25|1230.0|0|1230.0|0|30.0|0|0.0|100
0|2020-11-26|1237.0|0|1237.0|0|30.0|0|0.0|100
0|2020-11-27|1245.0|0|1245.0|0|30.0|0|0.0|100
0|2020-11-28|1252.0|0|1252.0|0|30.0|0|0.0|100
0|2020-11-29|1267.0|0|1267.0|0|30.0|0|0.0|100
0|2020-11-30|1280.0|0|1280.0|0|30.0|0|0.0|100
0|2020-12-01|1284.0|0|1284.0|0|30.0|0|0.0|100
0|2020-12-02|1300.0|0|1300.0|0|30.0|0|0.0|100
0|2020-12-03|1325.0|0|1325.0|0|30.0|0|0.0|100
0|2020-12-04|1352.0|0|1352.0|0|30.0|0|0.0|100
0|2020-12-05|1370.0|0|1370.0|0|30.0|0|0.0|100
0|2020-12-06|1386.0|0|1386.0|0|30.0|0|0.0|100
0|2020-12-07|1408.0|0|1408.0|0|30.0|0|0.0|100
0|2020-12-08|1417.0|0|1417.0|0|30.0|0|0.0|100
0|2020-12-09|1455.0|0|1455.0|0|33.0|0|0.0|100
0|2020-12-10|1482.0|0|1482.0|0|34.0|0|0.0|100
0|2020-12-11|1513.0|0|1513.0|0|34.0|0|0.0|100
0|2020-12-12|1546.0|0|1546.0|0|35.0|0|0.0|100
0|2020-12-13|1570.0|0|1570.0|0|36.0|0|0.0|100
0|2020-12-14|1616.0|0|1616.0|0|36.0|0|0.0|100
0|2020-12-15|1651.0|0|1651.0|0|36.0|0|0.0|100
0|2020-12-16|1680.0|0|1680.0|0|36.0|0|0.0|100
0|2020-12-17|1708.0|0|1708.0|0|36.0|0|0.0|100
0|2020-12-18|1732.0|0|1732.0|0|37.0|0|0.0|100
0|2020-12-19|1754.0|0|1754.0|0|37.0|0|0.0|100
0|2020-12-20|1770.0|0|1770.0|0|38.0|0|0.0|100
0|2020-12-21|1794.0|0|1794.0|0|39.0|0|0.0|100
0|2020-12-22|1813.0|0|1813.0|0|40.0|0|0.0|100
0|2020-12-23|1833.0|0|1833.0|0|40.0|0|0.0|100
0|2020-12-24|1858.0|0|1858.0|0|40.0|0|0.0|100
0|2020-12-25|1866.0|0|1866.0|0|40.0|0|0.0|100
0|2020-12-26|1871.0|0|1871.0|0|40.0|0|0.0|100
0|2020-12-27|1903.0|0|1903.0|0|40.0|0|0.0|100
0|2020-12-28|1919.0|0|1919.0|0|40.0|0|0.0|100
0|2020-12-29|1943.0|0|1943.0|0|40.0|0|0.0|100
0|2020-12-30|1968.0|0|1968.0|0|40.0|0|0.0|100
0|2020-12-31|1993.0|0|1993.0|0|40.0|0|0.0|100
0|2021-01-01|2026.0|0|2026.0|0|40.0|0|0.0|100
0|2021-01-02|2035.0|0|2035.0|0|40.0|0|0.0|100
0|2021-01-03|2050.0|0|2050.0|0|40.0|0|0.0|100
0|2021-01-04|2057.0|0|2057.0|0|41.0|0|0.0|100
0|2021-01-05|2075.0|0|2075.0|0|41.0|0|0.0|100
0|2021-01-06|2088.0|0|2088.0|0|42.0|0|0.0|100
0|2021-01-07|2088.0|0|2139.0|0|42.0|0|0.0|100
0|2021-01-08|2172.0|0|2172.0|0|43.0|0|0.0|100
0|2021-01-09|2206.0|0|2206.0|0|43.0|0|0.0|100
0|2021-01-10|2242.0|0|2242.0|0|45.0|0|0.0|100
0|2021-01-11|2246.0|0|2246.0|0|45.0|0|0.0|100
0|2021-01-12|2275.0|0|2275.0|0|45.0|0|0.0|100
0|2021-01-13|2315.0|0|2315.0|0|45.0|0|0.0|100
0|2021-01-14|2338.0|0|2338.0|0|45.0|0|0.0|100
0|2021-01-15|2362.0|0|2362.0|0|46.0|0|0.0|100
0|2021-01-16|2397.0|0|2397.0|0|49.0|0|0.0|100
0|2021-01-17|2404.0|0|2404.0|0|50.0|0|0.0|100
0|2021-01-18|2417.0|0|2417.0|0|50.0|0|0.0|100
0|2021-01-19|2430.0|0|2430.0|0|50.0|0|0.0|100
0|2021-01-20|2444.0|0|2444.0|0|50.0|0|0.0|100
0|2021-01-21|2458.0|0|2458.0|0|50.0|0|0.0|100
0|2021-01-22|2475.0|0|2475.0|0|50.0|0|0.0|100
0|2021-01-23|2492.0|0|2492.0|0|50.0|0|0.0|100
0|2021-01-24|2497.0|0|2497.0|0|50.0|0|0.0|100
0|2021-01-25|2501.0|0|2501.0|0|50.0|0|0.0|100
0|2021-01-26|2515.0|0|2515.0|0|51.0|0|0.0|100
0|2021-01-27|2526.0|0|2526.0|0|52.0|0|0.0|100
0|2021-01-28|2536.0|0|2536.0|0|53.0|0|0.0|100
0|2021-01-29|2567.0|0|2567.0|0|54.0|0|0.0|100
0|2021-01-30|2596.0|0|2596.0|0|54.0|0|0.0|100
0|2021-01-31|2600.0|0|2600.0|0|54.0|0|0.0|100
0|2021-02-01|2609.0|0|2609.0|0|54.0|0|0.0|100
0|2021-02-02|2618.0|0|2618.0|0|55.0|0|0.0|100
0|2021-02-03|2623.0|0|2623.0|0|55.0|0|0.0|100
0|2021-02-04|2633.0|0|2633.0|0|55.0|0|0.0|100
