|dates|Hamilton_NewYork_UnitedStates.JHU_ConfirmedCases.data|Hamilton_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Hamilton_NewYork_UnitedStates.NYT_ConfirmedCases.data|Hamilton_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Hamilton_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Hamilton_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Hamilton_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Hamilton_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-05-15|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-05-16|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-05-17|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-05-18|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-05-19|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-05-20|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-05-21|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-05-22|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-05-23|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-05-24|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-05-25|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-05-26|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-05-27|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-05-28|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-05-29|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-05-30|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-05-31|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-06-01|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-06-02|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-06-03|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-06-04|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-06-05|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-06-06|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-06-07|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-06-08|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-06-09|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-06-10|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-06-11|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-06-12|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-06-13|5.0|0|5.0|0|0.0|0|0.0|100
0|2020-06-14|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-06-15|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-06-16|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-06-17|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-06-18|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-06-19|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-06-20|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-06-21|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-06-22|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-06-23|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-06-24|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-06-25|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-06-26|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-06-27|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-06-28|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-06-29|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-06-30|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-07-01|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-07-02|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-07-03|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-07-04|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-07-05|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-07-06|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-07-07|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-07-08|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-07-09|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-07-10|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-07-11|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-07-12|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-07-13|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-07-14|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-07-15|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-07-16|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-07-17|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-07-18|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-07-19|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-07-20|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-07-21|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-07-22|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-07-23|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-07-24|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-07-25|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-07-26|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-07-27|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-07-28|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-07-29|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-07-30|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-07-31|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-08-01|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-08-02|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-08-03|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-08-04|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-08-05|7.0|0|7.0|0|0.0|0|0.0|100
0|2020-08-06|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-08-07|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-08-08|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-08-09|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-08-10|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-08-11|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-08-12|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-08-13|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-08-14|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-08-15|8.0|0|8.0|0|0.0|0|0.0|100
0|2020-08-16|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-08-17|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-08-18|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-08-19|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-08-20|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-08-21|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-08-22|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-08-23|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-08-24|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-08-25|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-08-26|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-08-27|13.0|0|13.0|0|0.0|0|0.0|100
0|2020-08-28|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-08-29|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-08-30|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-08-31|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-09-01|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-09-02|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-09-03|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-09-04|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-09-05|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-09-06|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-09-07|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-09-08|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-09-09|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-09-10|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-09-11|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-09-12|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-09-13|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-09-14|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-09-15|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-09-16|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-09-17|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-09-18|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-09-19|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-09-20|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-09-21|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-09-22|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-09-23|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-09-24|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-09-25|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-09-26|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-09-27|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-09-28|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-09-29|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-09-30|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-10-01|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-10-02|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-10-03|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-10-04|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-10-05|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-10-06|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-10-07|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-10-08|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-10-09|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-10-10|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-10-11|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-10-12|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-10-13|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-10-14|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-10-15|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-10-16|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-10-17|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-10-18|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-10-19|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-10-20|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-10-21|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-10-22|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-10-23|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-10-24|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-10-25|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-10-26|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-10-27|16.0|0|16.0|0|0.0|0|0.0|100
0|2020-10-28|17.0|0|17.0|0|0.0|0|0.0|100
0|2020-10-29|17.0|0|17.0|0|0.0|0|0.0|100
0|2020-10-30|18.0|0|18.0|0|0.0|0|0.0|100
0|2020-10-31|18.0|0|18.0|0|0.0|0|0.0|100
0|2020-11-01|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-11-02|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-11-03|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-11-04|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-11-05|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-11-06|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-11-07|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-11-08|19.0|0|19.0|0|0.0|0|0.0|100
0|2020-11-09|20.0|0|20.0|0|0.0|0|0.0|100
0|2020-11-10|20.0|0|20.0|0|0.0|0|0.0|100
0|2020-11-11|20.0|0|20.0|0|1.0|0|0.0|100
0|2020-11-12|20.0|0|20.0|0|1.0|0|0.0|100
0|2020-11-13|22.0|0|22.0|0|1.0|0|0.0|100
0|2020-11-14|25.0|0|25.0|0|1.0|0|0.0|100
0|2020-11-15|26.0|0|26.0|0|1.0|0|0.0|100
0|2020-11-16|26.0|0|26.0|0|1.0|0|0.0|100
0|2020-11-17|26.0|0|26.0|0|1.0|0|0.0|100
0|2020-11-18|31.0|0|31.0|0|1.0|0|0.0|100
0|2020-11-19|35.0|0|35.0|0|1.0|0|0.0|100
0|2020-11-20|35.0|0|35.0|0|1.0|0|0.0|100
0|2020-11-21|36.0|0|36.0|0|1.0|0|0.0|100
0|2020-11-22|37.0|0|37.0|0|1.0|0|0.0|100
0|2020-11-23|39.0|0|39.0|0|1.0|0|0.0|100
0|2020-11-24|40.0|0|40.0|0|1.0|0|0.0|100
0|2020-11-25|41.0|0|41.0|0|1.0|0|0.0|100
0|2020-11-26|42.0|0|42.0|0|1.0|0|0.0|100
0|2020-11-27|42.0|0|42.0|0|1.0|0|0.0|100
0|2020-11-28|44.0|0|44.0|0|1.0|0|0.0|100
0|2020-11-29|45.0|0|45.0|0|1.0|0|0.0|100
0|2020-11-30|46.0|0|46.0|0|1.0|0|0.0|100
0|2020-12-01|47.0|0|47.0|0|1.0|0|0.0|100
0|2020-12-02|49.0|0|49.0|0|1.0|0|0.0|100
0|2020-12-03|56.0|0|56.0|0|1.0|0|0.0|100
0|2020-12-04|56.0|0|56.0|0|1.0|0|0.0|100
0|2020-12-05|60.0|0|60.0|0|1.0|0|0.0|100
0|2020-12-06|60.0|0|60.0|0|1.0|0|0.0|100
0|2020-12-07|60.0|0|60.0|0|1.0|0|0.0|100
0|2020-12-08|60.0|0|60.0|0|1.0|0|0.0|100
0|2020-12-09|63.0|0|63.0|0|1.0|0|0.0|100
0|2020-12-10|65.0|0|65.0|0|1.0|0|0.0|100
0|2020-12-11|68.0|0|68.0|0|1.0|0|0.0|100
0|2020-12-12|68.0|0|68.0|0|1.0|0|0.0|100
0|2020-12-13|68.0|0|68.0|0|1.0|0|0.0|100
0|2020-12-14|68.0|0|68.0|0|1.0|0|0.0|100
0|2020-12-15|70.0|0|70.0|0|1.0|0|0.0|100
0|2020-12-16|73.0|0|73.0|0|1.0|0|0.0|100
0|2020-12-17|75.0|0|75.0|0|1.0|0|0.0|100
0|2020-12-18|77.0|0|77.0|0|1.0|0|0.0|100
0|2020-12-19|81.0|0|81.0|0|1.0|0|0.0|100
0|2020-12-20|82.0|0|82.0|0|1.0|0|0.0|100
0|2020-12-21|85.0|0|85.0|0|1.0|0|0.0|100
0|2020-12-22|87.0|0|87.0|0|1.0|0|0.0|100
0|2020-12-23|90.0|0|90.0|0|1.0|0|0.0|100
0|2020-12-24|97.0|0|97.0|0|1.0|0|0.0|100
0|2020-12-25|97.0|0|97.0|0|1.0|0|0.0|100
0|2020-12-26|98.0|0|98.0|0|1.0|0|0.0|100
0|2020-12-27|98.0|0|98.0|0|1.0|0|0.0|100
0|2020-12-28|99.0|0|99.0|0|1.0|0|0.0|100
0|2020-12-29|99.0|0|99.0|0|1.0|0|0.0|100
0|2020-12-30|100.0|0|100.0|0|1.0|0|0.0|100
0|2020-12-31|102.0|0|102.0|0|1.0|0|0.0|100
0|2021-01-01|112.0|0|112.0|0|1.0|0|0.0|100
0|2021-01-02|115.0|0|115.0|0|1.0|0|0.0|100
0|2021-01-03|119.0|0|119.0|0|1.0|0|0.0|100
0|2021-01-04|120.0|0|120.0|0|1.0|0|0.0|100
0|2021-01-05|121.0|0|121.0|0|1.0|0|0.0|100
0|2021-01-06|122.0|0|122.0|0|1.0|0|0.0|100
0|2021-01-07|124.0|0|124.0|0|1.0|0|0.0|100
0|2021-01-08|128.0|0|128.0|0|1.0|0|0.0|100
0|2021-01-09|129.0|0|129.0|0|1.0|0|0.0|100
0|2021-01-10|132.0|0|132.0|0|1.0|0|0.0|100
0|2021-01-11|133.0|0|133.0|0|1.0|0|0.0|100
0|2021-01-12|140.0|0|140.0|0|1.0|0|0.0|100
0|2021-01-13|141.0|0|141.0|0|1.0|0|0.0|100
0|2021-01-14|143.0|0|143.0|0|1.0|0|0.0|100
0|2021-01-15|143.0|0|143.0|0|1.0|0|0.0|100
0|2021-01-16|145.0|0|145.0|0|1.0|0|0.0|100
0|2021-01-17|145.0|0|145.0|0|1.0|0|0.0|100
0|2021-01-18|146.0|0|146.0|0|1.0|0|0.0|100
0|2021-01-19|146.0|0|146.0|0|1.0|0|0.0|100
0|2021-01-20|147.0|0|147.0|0|1.0|0|0.0|100
0|2021-01-21|150.0|0|150.0|0|1.0|0|0.0|100
0|2021-01-22|161.0|0|161.0|0|1.0|0|0.0|100
0|2021-01-23|161.0|0|161.0|0|1.0|0|0.0|100
0|2021-01-24|166.0|0|166.0|0|1.0|0|0.0|100
0|2021-01-25|166.0|0|166.0|0|1.0|0|0.0|100
0|2021-01-26|171.0|0|171.0|0|1.0|0|0.0|100
0|2021-01-27|172.0|0|172.0|0|1.0|0|0.0|100
0|2021-01-28|194.0|0|194.0|0|1.0|0|0.0|100
0|2021-01-29|195.0|0|195.0|0|1.0|0|0.0|100
0|2021-01-30|214.0|0|214.0|0|1.0|0|0.0|100
0|2021-01-31|214.0|0|214.0|0|1.0|0|0.0|100
0|2021-02-01|216.0|0|216.0|0|1.0|0|0.0|100
0|2021-02-02|220.0|0|220.0|0|1.0|0|0.0|100
0|2021-02-03|221.0|0|221.0|0|1.0|0|0.0|100
0|2021-02-04|237.0|0|237.0|0|1.0|0|0.0|100
0|2021-02-05|246.0|0|246.0|0|1.0|0|0.0|100
0|2021-02-06|250.0|0|250.0|0|1.0|0|0.0|100
0|2021-02-07|251.0|0|251.0|0|1.0|0|0.0|100
0|2021-02-08|251.0|0|251.0|0|1.0|0|0.0|100
0|2021-02-09|254.0|0|254.0|0|1.0|0|0.0|100
0|2021-02-10|261.0|0|261.0|0|1.0|0|0.0|100
