|dates|Lee_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Lee_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Lee_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Lee_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Lee_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Lee_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Lee_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Lee_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|299.0|0|293.0|0|3.0|0|0.0|100
0|2020-05-15|305.0|0|301.0|0|3.0|0|0.0|100
0|2020-05-16|308.0|0|308.0|0|3.0|0|0.0|100
0|2020-05-17|317.0|0|317.0|0|3.0|0|0.0|100
0|2020-05-18|322.0|0|322.0|0|3.0|0|0.0|100
0|2020-05-19|322.0|0|333.0|0|3.0|0|0.0|100
0|2020-05-20|341.0|0|341.0|0|3.0|0|0.0|100
0|2020-05-21|343.0|0|344.0|0|3.0|0|0.0|100
0|2020-05-22|359.0|0|350.0|0|3.0|0|0.0|100
0|2020-05-23|362.0|0|362.0|0|3.0|0|0.0|100
0|2020-05-24|364.0|0|364.0|0|3.0|0|0.0|100
0|2020-05-25|372.0|0|372.0|0|3.0|0|0.0|100
0|2020-05-26|372.0|0|372.0|0|3.0|0|0.0|100
0|2020-05-27|376.0|0|376.0|0|3.0|0|0.0|100
0|2020-05-28|396.0|0|396.0|0|4.0|0|0.0|100
0|2020-05-29|428.0|0|413.0|0|4.0|0|0.0|100
0|2020-05-30|432.0|0|432.0|0|4.0|0|0.0|100
0|2020-05-31|455.0|0|455.0|0|4.0|0|0.0|100
0|2020-06-01|460.0|0|460.0|0|4.0|0|0.0|100
0|2020-06-02|466.0|0|466.0|0|4.0|0|0.0|100
0|2020-06-03|486.0|0|481.0|0|4.0|0|0.0|100
0|2020-06-04|490.0|0|490.0|0|4.0|0|0.0|100
0|2020-06-05|505.0|0|504.0|0|4.0|0|0.0|100
0|2020-06-06|515.0|0|515.0|0|4.0|0|0.0|100
0|2020-06-07|530.0|0|530.0|0|4.0|0|0.0|100
0|2020-06-08|534.0|0|534.0|0|4.0|0|0.0|100
0|2020-06-09|534.0|0|541.0|0|4.0|0|0.0|100
0|2020-06-10|554.0|0|554.0|0|4.0|0|0.0|100
0|2020-06-11|561.0|0|561.0|0|4.0|0|0.0|100
0|2020-06-12|574.0|0|574.0|0|4.0|0|0.0|100
0|2020-06-13|581.0|0|581.0|0|5.0|0|0.0|100
0|2020-06-14|590.0|0|590.0|0|5.0|0|0.0|100
0|2020-06-15|596.0|0|596.0|0|5.0|0|0.0|100
0|2020-06-16|604.0|0|604.0|0|6.0|0|0.0|100
0|2020-06-17|606.0|0|606.0|0|6.0|0|0.0|100
0|2020-06-18|625.0|0|625.0|0|6.0|0|0.0|100
0|2020-06-19|634.0|0|634.0|0|7.0|0|0.0|100
0|2020-06-20|698.0|0|698.0|0|7.0|0|0.0|100
0|2020-06-21|717.0|0|717.0|0|7.0|0|0.0|100
0|2020-06-22|718.0|0|718.0|0|7.0|0|0.0|100
0|2020-06-23|718.0|0|716.0|0|7.0|0|0.0|100
0|2020-06-24|731.0|0|731.0|0|8.0|0|0.0|100
0|2020-06-25|741.0|0|741.0|0|8.0|0|0.0|100
0|2020-06-26|754.0|0|754.0|0|8.0|0|0.0|100
0|2020-06-27|770.0|0|770.0|0|8.0|0|0.0|100
0|2020-06-28|798.0|0|798.0|0|8.0|0|0.0|100
0|2020-06-29|821.0|0|821.0|0|8.0|0|0.0|100
0|2020-06-30|823.0|0|823.0|0|8.0|0|0.0|100
0|2020-07-01|841.0|0|841.0|0|8.0|0|0.0|100
0|2020-07-02|843.0|0|843.0|0|8.0|0|0.0|100
0|2020-07-03|856.0|0|856.0|0|8.0|0|0.0|100
0|2020-07-04|858.0|0|858.0|0|8.0|0|0.0|100
0|2020-07-05|869.0|0|869.0|0|8.0|0|0.0|100
0|2020-07-06|871.0|0|871.0|0|8.0|0|0.0|100
0|2020-07-07|875.0|0|875.0|0|8.0|0|0.0|100
0|2020-07-08|888.0|0|888.0|0|8.0|0|0.0|100
0|2020-07-09|901.0|0|901.0|0|8.0|0|0.0|100
0|2020-07-10|909.0|0|909.0|0|8.0|0|0.0|100
0|2020-07-11|918.0|0|918.0|0|8.0|0|0.0|100
0|2020-07-12|927.0|0|927.0|0|8.0|0|0.0|100
0|2020-07-13|950.0|0|950.0|0|8.0|0|0.0|100
0|2020-07-14|950.0|0|947.0|0|8.0|0|0.0|100
0|2020-07-15|952.0|0|952.0|0|8.0|0|0.0|100
0|2020-07-16|958.0|0|958.0|0|8.0|0|0.0|100
0|2020-07-17|968.0|0|968.0|0|8.0|0|0.0|100
0|2020-07-18|984.0|0|984.0|0|8.0|0|0.0|100
0|2020-07-19|990.0|0|990.0|0|8.0|0|0.0|100
0|2020-07-20|1000.0|0|1000.0|0|8.0|0|0.0|100
0|2020-07-21|1006.0|0|1006.0|0|8.0|0|0.0|100
0|2020-07-22|1037.0|0|1037.0|0|8.0|0|0.0|100
0|2020-07-23|1037.0|0|1037.0|0|9.0|0|0.0|100
0|2020-07-24|1044.0|0|1044.0|0|9.0|0|0.0|100
0|2020-07-25|1055.0|0|1055.0|0|9.0|0|0.0|100
0|2020-07-26|1068.0|0|1068.0|0|9.0|0|0.0|100
0|2020-07-27|1074.0|0|1074.0|0|9.0|0|0.0|100
0|2020-07-28|1095.0|0|1095.0|0|9.0|0|0.0|100
0|2020-07-29|1115.0|0|1115.0|0|9.0|0|0.0|100
0|2020-07-30|1124.0|0|1124.0|0|9.0|0|0.0|100
0|2020-07-31|1141.0|0|1141.0|0|9.0|0|0.0|100
0|2020-08-01|1178.0|0|1178.0|0|10.0|0|0.0|100
0|2020-08-02|1199.0|0|1199.0|0|10.0|0|0.0|100
0|2020-08-03|1217.0|0|1217.0|0|10.0|0|0.0|100
0|2020-08-04|1225.0|0|1225.0|0|11.0|0|0.0|100
0|2020-08-05|1240.0|0|1240.0|0|11.0|0|0.0|100
0|2020-08-06|1253.0|0|1253.0|0|11.0|0|0.0|100
0|2020-08-07|1261.0|0|1261.0|0|11.0|0|0.0|100
0|2020-08-08|1281.0|0|1281.0|0|11.0|0|0.0|100
0|2020-08-09|1289.0|0|1289.0|0|11.0|0|0.0|100
0|2020-08-10|1296.0|0|1296.0|0|11.0|0|0.0|100
0|2020-08-11|1302.0|0|1302.0|0|11.0|0|0.0|100
0|2020-08-12|1306.0|0|1306.0|0|11.0|0|0.0|100
0|2020-08-13|1311.0|0|1311.0|0|11.0|0|0.0|100
0|2020-08-14|1323.0|0|1323.0|0|11.0|0|0.0|100
0|2020-08-15|1328.0|0|1328.0|0|11.0|0|0.0|100
0|2020-08-16|1335.0|0|1335.0|0|11.0|0|0.0|100
0|2020-08-17|1339.0|0|1339.0|0|11.0|0|0.0|100
0|2020-08-18|1342.0|0|1342.0|0|11.0|0|0.0|100
0|2020-08-19|1345.0|0|1345.0|0|11.0|0|0.0|100
0|2020-08-20|1362.0|0|1362.0|0|11.0|0|0.0|100
0|2020-08-21|1368.0|0|1368.0|0|11.0|0|0.0|100
0|2020-08-22|1372.0|0|1372.0|0|11.0|0|0.0|100
0|2020-08-23|1380.0|0|1380.0|0|11.0|0|0.0|100
0|2020-08-24|1386.0|0|1386.0|0|11.0|0|0.0|100
0|2020-08-25|1390.0|0|1390.0|0|11.0|0|0.0|100
0|2020-08-26|1391.0|0|1391.0|0|12.0|0|0.0|100
0|2020-08-27|1403.0|0|1403.0|0|12.0|0|0.0|100
0|2020-08-28|1416.0|0|1416.0|0|12.0|0|0.0|100
0|2020-08-29|1423.0|0|1423.0|0|12.0|0|0.0|100
0|2020-08-30|1427.0|0|1427.0|0|12.0|0|0.0|100
0|2020-08-31|1432.0|0|1432.0|0|12.0|0|0.0|100
0|2020-09-01|1448.0|0|1448.0|0|13.0|0|0.0|100
0|2020-09-02|1451.0|0|1451.0|0|13.0|0|0.0|100
0|2020-09-03|1455.0|0|1455.0|0|13.0|0|0.0|100
0|2020-09-04|1472.0|0|1472.0|0|13.0|0|0.0|100
0|2020-09-05|1479.0|0|1479.0|0|13.0|0|0.0|100
0|2020-09-06|1484.0|0|1484.0|0|13.0|0|0.0|100
0|2020-09-07|1491.0|0|1491.0|0|13.0|0|0.0|100
0|2020-09-08|1492.0|0|1492.0|0|13.0|0|0.0|100
0|2020-09-09|1493.0|0|1493.0|0|13.0|0|0.0|100
0|2020-09-10|1498.0|0|1498.0|0|13.0|0|0.0|100
0|2020-09-11|1506.0|0|1506.0|0|13.0|0|0.0|100
0|2020-09-12|1512.0|0|1512.0|0|13.0|0|0.0|100
0|2020-09-13|1524.0|0|1524.0|0|13.0|0|0.0|100
0|2020-09-14|1524.0|0|1533.0|0|13.0|0|0.0|100
0|2020-09-15|1538.0|0|1538.0|0|13.0|0|0.0|100
0|2020-09-16|1542.0|0|1542.0|0|13.0|0|0.0|100
0|2020-09-17|1550.0|0|1550.0|0|13.0|0|0.0|100
0|2020-09-18|1558.0|0|1558.0|0|13.0|0|0.0|100
0|2020-09-19|1569.0|0|1569.0|0|13.0|0|0.0|100
0|2020-09-20|1569.0|0|1572.0|0|13.0|0|0.0|100
0|2020-09-21|1572.0|0|1572.0|0|13.0|0|0.0|100
0|2020-09-22|1583.0|0|1583.0|0|13.0|0|0.0|100
0|2020-09-23|1588.0|0|1588.0|0|13.0|0|0.0|100
0|2020-09-24|1601.0|0|1601.0|0|13.0|0|0.0|100
0|2020-09-25|1631.0|0|1631.0|0|14.0|0|0.0|100
0|2020-09-26|1635.0|0|1635.0|0|14.0|0|0.0|100
0|2020-09-27|1640.0|0|1640.0|0|14.0|0|0.0|100
0|2020-09-28|1646.0|0|1646.0|0|14.0|0|0.0|100
0|2020-09-29|1661.0|0|1661.0|0|15.0|0|0.0|100
0|2020-09-30|1671.0|0|1671.0|0|15.0|0|0.0|100
0|2020-10-01|1683.0|0|1683.0|0|15.0|0|0.0|100
0|2020-10-02|1701.0|0|1701.0|0|15.0|0|0.0|100
0|2020-10-03|1716.0|0|1716.0|0|15.0|0|0.0|100
0|2020-10-04|1719.0|0|1719.0|0|15.0|0|0.0|100
0|2020-10-05|1736.0|0|1736.0|0|15.0|0|0.0|100
0|2020-10-06|1764.0|0|1764.0|0|15.0|0|0.0|100
0|2020-10-07|1777.0|0|1777.0|0|15.0|0|0.0|100
0|2020-10-08|1786.0|0|1786.0|0|15.0|0|0.0|100
0|2020-10-09|1805.0|0|1805.0|0|15.0|0|0.0|100
0|2020-10-10|1816.0|0|1816.0|0|15.0|0|0.0|100
0|2020-10-11|1829.0|0|1829.0|0|15.0|0|0.0|100
0|2020-10-12|1836.0|0|1836.0|0|15.0|0|0.0|100
0|2020-10-13|1842.0|0|1842.0|0|16.0|0|0.0|100
0|2020-10-14|1866.0|0|1866.0|0|16.0|0|0.0|100
0|2020-10-15|1888.0|0|1888.0|0|16.0|0|0.0|100
0|2020-10-16|1913.0|0|1913.0|0|16.0|0|0.0|100
0|2020-10-17|1937.0|0|1937.0|0|16.0|0|0.0|100
0|2020-10-18|1952.0|0|1952.0|0|16.0|0|0.0|100
0|2020-10-19|1959.0|0|1959.0|0|16.0|0|0.0|100
0|2020-10-20|1971.0|0|1971.0|0|16.0|0|0.0|100
0|2020-10-21|1987.0|0|1987.0|0|18.0|0|0.0|100
0|2020-10-22|1987.0|0|2005.0|0|18.0|0|0.0|100
0|2020-10-23|1987.0|0|2009.0|0|18.0|0|0.0|100
0|2020-10-24|1987.0|0|2054.0|0|18.0|0|0.0|100
0|2020-10-25|1987.0|0|2063.0|0|18.0|0|0.0|100
0|2020-10-26|2066.0|0|2066.0|0|19.0|0|0.0|100
0|2020-10-27|2079.0|0|2079.0|0|20.0|0|0.0|100
0|2020-10-28|2079.0|0|2101.0|0|20.0|0|0.0|100
0|2020-10-29|2079.0|0|2116.0|0|20.0|0|0.0|100
0|2020-10-30|2079.0|0|2128.0|0|20.0|0|0.0|100
0|2020-10-31|2079.0|0|2146.0|0|20.0|0|0.0|100
0|2020-11-01|2079.0|0|2157.0|0|20.0|0|0.0|100
0|2020-11-02|2164.0|0|2164.0|0|20.0|0|0.0|100
0|2020-11-03|2173.0|0|2173.0|0|22.0|0|0.0|100
0|2020-11-04|2189.0|0|2189.0|0|22.0|0|0.0|100
0|2020-11-05|2189.0|0|2204.0|0|22.0|0|0.0|100
0|2020-11-06|2189.0|0|2213.0|0|22.0|0|0.0|100
0|2020-11-07|2219.0|0|2219.0|0|24.0|0|0.0|100
0|2020-11-08|2219.0|0|2221.0|0|24.0|0|0.0|100
0|2020-11-09|2219.0|0|2222.0|0|24.0|0|0.0|100
0|2020-11-10|2219.0|0|2225.0|0|24.0|0|0.0|100
0|2020-11-11|2233.0|0|2233.0|0|24.0|0|0.0|100
0|2020-11-12|2246.0|0|2246.0|0|24.0|0|0.0|100
0|2020-11-13|2257.0|0|2257.0|0|24.0|0|0.0|100
0|2020-11-14|2268.0|0|2268.0|0|25.0|0|0.0|100
0|2020-11-15|2268.0|0|2281.0|0|25.0|0|0.0|100
0|2020-11-16|2281.0|0|2287.0|0|29.0|0|0.0|100
0|2020-11-17|2281.0|0|2304.0|0|29.0|0|0.0|100
0|2020-11-18|2310.0|0|2310.0|0|29.0|0|0.0|100
0|2020-11-19|2326.0|0|2326.0|0|29.0|0|0.0|100
0|2020-11-20|2350.0|0|2350.0|0|29.0|0|0.0|100
0|2020-11-21|2350.0|0|2360.0|0|29.0|0|0.0|100
0|2020-11-22|2350.0|0|2380.0|0|29.0|0|0.0|100
0|2020-11-23|2350.0|0|2387.0|0|29.0|0|0.0|100
0|2020-11-24|2393.0|0|2393.0|0|30.0|0|0.0|100
0|2020-11-25|2418.0|0|2418.0|0|30.0|0|0.0|100
0|2020-11-26|2418.0|0|2418.0|0|30.0|0|0.0|100
0|2020-11-27|2418.0|0|2453.0|0|30.0|0|0.0|100
0|2020-11-28|2418.0|0|2473.0|0|30.0|0|0.0|100
0|2020-11-29|2484.0|0|2484.0|0|30.0|0|0.0|100
0|2020-11-30|2498.0|0|2498.0|0|30.0|0|0.0|100
0|2020-12-01|2498.0|0|2511.0|0|30.0|0|0.0|100
0|2020-12-02|2536.0|0|2536.0|0|30.0|0|0.0|100
0|2020-12-03|2558.0|0|2558.0|0|30.0|0|0.0|100
0|2020-12-04|2590.0|0|2590.0|0|32.0|0|0.0|100
0|2020-12-05|2612.0|0|2612.0|0|32.0|0|0.0|100
0|2020-12-06|2644.0|0|2644.0|0|32.0|0|0.0|100
0|2020-12-07|2644.0|0|2678.0|0|32.0|0|0.0|100
0|2020-12-08|2644.0|0|2701.0|0|32.0|0|0.0|100
0|2020-12-09|2644.0|0|2735.0|0|34.0|0|0.0|100
0|2020-12-10|2773.0|0|2773.0|0|35.0|0|0.0|100
0|2020-12-11|2800.0|0|2800.0|0|35.0|0|0.0|100
0|2020-12-12|2821.0|0|2821.0|0|35.0|0|0.0|100
0|2020-12-13|2862.0|0|2862.0|0|36.0|0|0.0|100
0|2020-12-14|2894.0|0|2894.0|0|36.0|0|0.0|100
0|2020-12-15|2894.0|0|2922.0|0|36.0|0|0.0|100
0|2020-12-16|2951.0|0|2951.0|0|36.0|0|0.0|100
0|2020-12-17|2987.0|0|2987.0|0|37.0|0|0.0|100
0|2020-12-18|3035.0|0|3035.0|0|37.0|0|0.0|100
0|2020-12-19|3035.0|0|3054.0|0|37.0|0|0.0|100
0|2020-12-20|3035.0|0|3109.0|0|37.0|0|0.0|100
0|2020-12-21|3132.0|0|3132.0|0|38.0|0|0.0|100
0|2020-12-22|3180.0|0|3180.0|0|38.0|0|0.0|100
0|2020-12-23|3228.0|0|3228.0|0|38.0|0|0.0|100
0|2020-12-24|3228.0|0|3228.0|0|38.0|0|0.0|100
0|2020-12-25|3228.0|0|3228.0|0|38.0|0|0.0|100
0|2020-12-26|3354.0|0|3354.0|0|39.0|0|0.0|100
0|2020-12-27|3366.0|0|3366.0|0|39.0|0|0.0|100
0|2020-12-28|3366.0|0|3392.0|0|39.0|0|0.0|100
0|2020-12-29|3414.0|0|3414.0|0|39.0|0|0.0|100
0|2020-12-30|3414.0|0|3475.0|0|39.0|0|0.0|100
0|2020-12-31|3414.0|0|3510.0|0|41.0|0|0.0|100
0|2021-01-01|3510.0|0|3510.0|0|41.0|0|0.0|100
0|2021-01-02|3617.0|0|3617.0|0|41.0|0|0.0|100
0|2021-01-03|3617.0|0|3654.0|0|41.0|0|0.0|100
0|2021-01-04|3679.0|0|3679.0|0|41.0|0|0.0|100
0|2021-01-05|3723.0|0|3723.0|0|44.0|0|0.0|100
0|2021-01-06|3780.0|0|3780.0|0|44.0|0|0.0|100
0|2021-01-07|3780.0|0|3845.0|0|44.0|0|0.0|100
0|2021-01-08|3919.0|0|3919.0|0|44.0|0|0.0|100
0|2021-01-09|3986.0|0|3986.0|0|44.0|0|0.0|100
0|2021-01-10|3986.0|0|4059.0|0|44.0|0|0.0|100
0|2021-01-11|4085.0|0|4085.0|0|44.0|0|0.0|100
0|2021-01-12|4122.0|0|4122.0|0|44.0|0|0.0|100
0|2021-01-13|4130.0|0|4130.0|0|45.0|0|0.0|100
0|2021-01-14|4130.0|0|4201.0|0|45.0|0|0.0|100
0|2021-01-15|4130.0|0|4254.0|0|45.0|0|0.0|100
0|2021-01-16|4130.0|0|4309.0|0|45.0|0|0.0|100
0|2021-01-17|4130.0|0|4361.0|0|45.0|0|0.0|100
0|2021-01-18|4130.0|0|4361.0|0|45.0|0|0.0|100
0|2021-01-19|4408.0|0|4408.0|0|46.0|0|0.0|100
0|2021-01-20|4448.0|0|4448.0|0|46.0|0|0.0|100
0|2021-01-21|4483.0|0|4483.0|0|46.0|0|0.0|100
0|2021-01-22|4538.0|0|4538.0|0|46.0|0|0.0|100
0|2021-01-23|4593.0|0|4593.0|0|47.0|0|0.0|100
0|2021-01-24|4620.0|0|4620.0|0|52.0|0|0.0|100
0|2021-01-25|4620.0|0|4644.0|0|52.0|0|0.0|100
0|2021-01-26|4679.0|0|4679.0|0|55.0|0|0.0|100
0|2021-01-27|4712.0|0|4712.0|0|56.0|0|0.0|100
0|2021-01-28|4765.0|0|4765.0|0|56.0|0|0.0|100
