|dates|Jefferson_Colorado_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Colorado_UnitedStates.NYT_ConfirmedCases.data|Jefferson_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Jefferson_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-13|1716.0|0|1716.0|0|105.0|0|0.0|100
0|2020-05-14|1748.0|0|1748.0|0|107.0|0|0.0|100
0|2020-05-15|1775.0|0|1775.0|0|118.0|0|0.0|100
0|2020-05-16|1800.0|0|1800.0|0|122.0|0|0.0|100
0|2020-05-17|1831.0|0|1831.0|0|126.0|0|0.0|100
0|2020-05-18|1849.0|0|1849.0|0|128.0|0|0.0|100
0|2020-05-19|1882.0|0|1882.0|0|130.0|0|0.0|100
0|2020-05-20|1932.0|0|1932.0|0|136.0|0|0.0|100
0|2020-05-21|1974.0|0|1974.0|0|140.0|0|0.0|100
0|2020-05-22|1999.0|0|1999.0|0|142.0|0|0.0|100
0|2020-05-23|2030.0|0|2030.0|0|142.0|0|0.0|100
0|2020-05-24|2040.0|0|2040.0|0|144.0|0|0.0|100
0|2020-05-25|2061.0|0|2061.0|0|146.0|0|0.0|100
0|2020-05-26|2090.0|0|2090.0|0|147.0|0|0.0|100
0|2020-05-27|2098.0|0|2098.0|0|157.0|0|0.0|100
0|2020-05-28|2123.0|0|2123.0|0|164.0|0|0.0|100
0|2020-05-29|2171.0|0|2171.0|0|169.0|0|0.0|100
0|2020-05-30|2196.0|0|2196.0|0|171.0|0|0.0|100
0|2020-05-31|2221.0|0|2221.0|0|171.0|0|0.0|100
0|2020-06-01|2244.0|0|2244.0|0|171.0|0|0.0|100
0|2020-06-02|2266.0|0|2266.0|0|172.0|0|0.0|100
0|2020-06-03|2294.0|0|2294.0|0|172.0|0|0.0|100
0|2020-06-04|2310.0|0|2310.0|0|177.0|0|0.0|100
0|2020-06-05|2343.0|0|2343.0|0|179.0|0|0.0|100
0|2020-06-06|2370.0|0|2370.0|0|180.0|0|0.0|100
0|2020-06-07|2373.0|0|2373.0|0|180.0|0|0.0|100
0|2020-06-08|2384.0|0|2384.0|0|182.0|0|0.0|100
0|2020-06-09|2398.0|0|2398.0|0|185.0|0|0.0|100
0|2020-06-10|2424.0|0|2424.0|0|189.0|0|0.0|100
0|2020-06-11|2436.0|0|2436.0|0|192.0|0|0.0|100
0|2020-06-12|2445.0|0|2445.0|0|192.0|0|0.0|100
0|2020-06-13|2458.0|0|2458.0|0|197.0|0|0.0|100
0|2020-06-14|2458.0|0|2458.0|0|197.0|0|0.0|100
0|2020-06-15|2466.0|0|2466.0|0|198.0|0|0.0|100
0|2020-06-16|2477.0|0|2477.0|0|198.0|0|0.0|100
0|2020-06-17|2488.0|0|2488.0|0|200.0|0|0.0|100
0|2020-06-18|2508.0|0|2508.0|0|202.0|0|0.0|100
0|2020-06-19|2522.0|0|2522.0|0|203.0|0|0.0|100
0|2020-06-20|2526.0|0|2526.0|0|203.0|0|0.0|100
0|2020-06-21|2532.0|0|2532.0|0|203.0|0|0.0|100
0|2020-06-22|2543.0|0|2543.0|0|205.0|0|0.0|100
0|2020-06-23|2555.0|0|2555.0|0|206.0|0|0.0|100
0|2020-06-24|2569.0|0|2569.0|0|207.0|0|0.0|100
0|2020-06-25|2594.0|0|2594.0|0|207.0|0|0.0|100
0|2020-06-26|2616.0|0|2616.0|0|208.0|0|0.0|100
0|2020-06-27|2633.0|0|2633.0|0|208.0|0|0.0|100
0|2020-06-28|2656.0|0|2656.0|0|208.0|0|0.0|100
0|2020-06-29|2671.0|0|2671.0|0|209.0|0|0.0|100
0|2020-06-30|2682.0|0|2682.0|0|209.0|0|0.0|100
0|2020-07-01|2711.0|0|2711.0|0|211.0|0|0.0|100
0|2020-07-02|2746.0|0|2746.0|0|212.0|0|0.0|100
0|2020-07-03|2763.0|0|2764.0|0|212.0|0|0.0|100
0|2020-07-04|2776.0|0|2776.0|0|212.0|0|0.0|100
0|2020-07-05|2788.0|0|2788.0|0|212.0|0|0.0|100
0|2020-07-06|2801.0|0|2801.0|0|212.0|0|0.0|100
0|2020-07-07|2842.0|0|2842.0|0|212.0|0|0.0|100
0|2020-07-08|2887.0|0|2887.0|0|214.0|0|0.0|100
0|2020-07-09|2922.0|0|2922.0|0|214.0|0|0.0|100
0|2020-07-10|2970.0|0|2970.0|0|215.0|0|0.0|100
0|2020-07-11|3007.0|0|3007.0|0|215.0|0|0.0|100
0|2020-07-12|3026.0|0|3026.0|0|215.0|0|0.0|100
0|2020-07-13|3055.0|0|3055.0|0|216.0|0|0.0|100
0|2020-07-14|3089.0|0|3089.0|0|217.0|0|0.0|100
0|2020-07-15|3118.0|0|3118.0|0|217.0|0|0.0|100
0|2020-07-16|3174.0|0|3174.0|0|217.0|0|0.0|100
0|2020-07-17|3221.0|0|3221.0|0|218.0|0|0.0|100
0|2020-07-18|3252.0|0|3252.0|0|218.0|0|0.0|100
0|2020-07-19|3282.0|0|3282.0|0|218.0|0|0.0|100
0|2020-07-20|3306.0|0|3306.0|0|218.0|0|0.0|100
0|2020-07-21|3348.0|0|3348.0|0|218.0|0|0.0|100
0|2020-07-22|3395.0|0|3395.0|0|219.0|0|0.0|100
0|2020-07-23|3462.0|0|3462.0|0|220.0|0|0.0|100
0|2020-07-24|3527.0|0|3527.0|0|220.0|0|0.0|100
0|2020-07-25|3622.0|0|3622.0|0|221.0|0|0.0|100
0|2020-07-26|3654.0|0|3654.0|0|221.0|0|0.0|100
0|2020-07-27|3676.0|0|3676.0|0|223.0|0|0.0|100
0|2020-07-28|3739.0|0|3739.0|0|224.0|0|0.0|100
0|2020-07-29|3782.0|0|3782.0|0|225.0|0|0.0|100
0|2020-07-30|3821.0|0|3821.0|0|226.0|0|0.0|100
0|2020-07-31|3874.0|0|3874.0|0|227.0|0|0.0|100
0|2020-08-01|3915.0|0|3915.0|0|227.0|0|0.0|100
0|2020-08-02|3949.0|0|3950.0|0|227.0|0|0.0|100
0|2020-08-03|3971.0|0|3971.0|0|227.0|0|0.0|100
0|2020-08-04|3994.0|0|3994.0|0|227.0|0|0.0|100
0|2020-08-05|4051.0|0|4051.0|0|227.0|0|0.0|100
0|2020-08-06|4086.0|0|4086.0|0|227.0|0|0.0|100
0|2020-08-07|4124.0|0|4124.0|0|228.0|0|0.0|100
0|2020-08-08|4160.0|0|4160.0|0|228.0|0|0.0|100
0|2020-08-09|4177.0|0|4177.0|0|228.0|0|0.0|100
0|2020-08-10|4210.0|0|4210.0|0|228.0|0|0.0|100
0|2020-08-11|4258.0|0|4258.0|0|233.0|0|0.0|100
0|2020-08-12|4289.0|0|4289.0|0|233.0|0|0.0|100
0|2020-08-13|4334.0|0|4334.0|0|233.0|0|0.0|100
0|2020-08-14|4362.0|0|4362.0|0|234.0|0|0.0|100
0|2020-08-15|4377.0|0|4377.0|0|235.0|0|0.0|100
0|2020-08-16|4414.0|0|4414.0|0|235.0|0|0.0|100
0|2020-08-17|4429.0|0|4429.0|0|235.0|0|0.0|100
0|2020-08-18|4453.0|0|4453.0|0|235.0|0|0.0|100
0|2020-08-19|4475.0|0|4475.0|0|234.0|0|0.0|100
0|2020-08-20|4501.0|0|4501.0|0|234.0|0|0.0|100
0|2020-08-21|4501.0|0|4540.0|0|234.0|0|0.0|100
0|2020-08-22|4562.0|0|4562.0|0|235.0|0|0.0|100
0|2020-08-23|4587.0|0|4587.0|0|235.0|0|0.0|100
0|2020-08-24|4605.0|0|4605.0|0|235.0|0|0.0|100
0|2020-08-25|4645.0|0|4645.0|0|235.0|0|0.0|100
0|2020-08-26|4670.0|0|4670.0|0|236.0|0|0.0|100
0|2020-08-27|4694.0|0|4694.0|0|236.0|0|0.0|100
0|2020-08-28|4732.0|0|4732.0|0|236.0|0|0.0|100
0|2020-08-29|4766.0|0|4766.0|0|237.0|0|0.0|100
0|2020-08-30|4777.0|0|4777.0|0|237.0|0|0.0|100
0|2020-08-31|4792.0|0|4792.0|0|237.0|0|0.0|100
0|2020-09-01|4834.0|0|4834.0|0|237.0|0|0.0|100
0|2020-09-02|4862.0|0|4862.0|0|238.0|0|0.0|100
0|2020-09-03|4878.0|0|4878.0|0|238.0|0|0.0|100
0|2020-09-04|4878.0|0|4911.0|0|238.0|0|0.0|100
0|2020-09-05|4941.0|0|4941.0|0|243.0|0|0.0|100
0|2020-09-06|4958.0|0|4958.0|0|243.0|0|0.0|100
0|2020-09-07|4971.0|0|4971.0|0|242.0|0|0.0|100
0|2020-09-08|4984.0|0|4984.0|0|242.0|0|0.0|100
0|2020-09-09|4992.0|0|4992.0|0|242.0|0|0.0|100
0|2020-09-10|5019.0|0|5019.0|0|244.0|0|0.0|100
0|2020-09-11|5052.0|0|5052.0|0|244.0|0|0.0|100
0|2020-09-12|5086.0|0|5086.0|0|245.0|0|0.0|100
0|2020-09-13|5117.0|0|5117.0|0|245.0|0|0.0|100
0|2020-09-14|5117.0|0|5146.0|0|245.0|0|0.0|100
0|2020-09-15|5160.0|0|5160.0|0|246.0|0|0.0|100
0|2020-09-16|5194.0|0|5194.0|0|247.0|0|0.0|100
0|2020-09-17|5194.0|0|5232.0|0|247.0|0|0.0|100
0|2020-09-18|5267.0|0|5267.0|0|247.0|0|0.0|100
0|2020-09-19|5317.0|0|5317.0|0|247.0|0|0.0|100
0|2020-09-20|5317.0|0|5364.0|0|247.0|0|0.0|100
0|2020-09-21|5317.0|0|5399.0|0|247.0|0|0.0|100
0|2020-09-22|5470.0|0|5470.0|0|247.0|0|0.0|100
0|2020-09-23|5500.0|0|5500.0|0|248.0|0|0.0|100
0|2020-09-24|5551.0|0|5551.0|0|248.0|0|0.0|100
0|2020-09-25|5598.0|0|5598.0|0|248.0|0|0.0|100
0|2020-09-26|5654.0|0|5654.0|0|248.0|0|0.0|100
0|2020-09-27|5716.0|0|5716.0|0|248.0|0|0.0|100
0|2020-09-28|5745.0|0|5745.0|0|250.0|0|0.0|100
0|2020-09-29|5789.0|0|5789.0|0|252.0|0|0.0|100
0|2020-09-30|5845.0|0|5845.0|0|251.0|0|0.0|100
0|2020-10-01|5902.0|0|5902.0|0|252.0|0|0.0|100
0|2020-10-02|5952.0|0|5952.0|0|253.0|0|0.0|100
0|2020-10-03|6014.0|0|6014.0|0|254.0|0|0.0|100
0|2020-10-04|6059.0|0|6059.0|0|255.0|0|0.0|100
0|2020-10-05|6095.0|0|6095.0|0|255.0|0|0.0|100
0|2020-10-06|6158.0|0|6158.0|0|257.0|0|0.0|100
0|2020-10-07|6222.0|0|6222.0|0|259.0|0|0.0|100
0|2020-10-08|6316.0|0|6316.0|0|261.0|0|0.0|100
0|2020-10-09|6387.0|0|6387.0|0|262.0|0|0.0|100
0|2020-10-10|6492.0|0|6492.0|0|263.0|0|0.0|100
0|2020-10-11|6573.0|0|6573.0|0|264.0|0|0.0|100
0|2020-10-12|6637.0|0|6637.0|0|265.0|0|0.0|100
0|2020-10-13|6754.0|0|6754.0|0|295.0|0|0.0|100
0|2020-10-14|6806.0|0|6806.0|0|296.0|0|0.0|100
0|2020-10-15|6887.0|0|6887.0|0|296.0|0|0.0|100
0|2020-10-16|6991.0|0|6991.0|0|298.0|0|0.0|100
0|2020-10-17|7076.0|0|7076.0|0|299.0|0|0.0|100
0|2020-10-18|7168.0|0|7168.0|0|299.0|0|0.0|100
0|2020-10-19|7252.0|0|7252.0|0|299.0|0|0.0|100
0|2020-10-20|7404.0|0|7404.0|0|299.0|0|0.0|100
0|2020-10-21|7492.0|0|7492.0|0|301.0|0|0.0|100
0|2020-10-22|7492.0|0|7599.0|0|301.0|0|0.0|100
0|2020-10-23|7492.0|0|7721.0|0|301.0|0|0.0|100
0|2020-10-24|7492.0|0|7903.0|0|301.0|0|0.0|100
0|2020-10-25|7492.0|0|8071.0|0|301.0|0|0.0|100
0|2020-10-26|8333.0|0|8333.0|0|301.0|0|0.0|100
0|2020-10-27|8464.0|0|8464.0|0|301.0|0|0.0|100
0|2020-10-28|8464.0|0|8608.0|0|301.0|0|0.0|100
0|2020-10-29|8783.0|0|8783.0|0|314.0|0|0.0|100
0|2020-10-30|9007.0|0|9007.0|0|317.0|0|0.0|100
0|2020-10-31|9303.0|0|9303.0|0|318.0|0|0.0|100
0|2020-11-01|9303.0|0|9533.0|0|318.0|0|0.0|100
0|2020-11-02|9779.0|0|9779.0|0|319.0|0|0.0|100
0|2020-11-03|10018.0|0|10018.0|0|327.0|0|0.0|100
0|2020-11-04|10298.0|0|10298.0|0|334.0|0|0.0|100
0|2020-11-05|10607.0|0|10607.0|0|336.0|0|0.0|100
0|2020-11-06|10944.0|0|10944.0|0|343.0|0|0.0|100
0|2020-11-07|11268.0|0|11268.0|0|345.0|0|0.0|100
0|2020-11-08|11562.0|0|11562.0|0|346.0|0|0.0|100
0|2020-11-09|11918.0|0|11918.0|0|347.0|0|0.0|100
0|2020-11-10|11918.0|0|12300.0|0|347.0|0|0.0|100
0|2020-11-11|12664.0|0|12664.0|0|347.0|0|0.0|100
0|2020-11-12|13145.0|0|13145.0|0|361.0|0|0.0|100
0|2020-11-13|13667.0|0|13667.0|0|372.0|0|0.0|100
0|2020-11-14|14159.0|0|14159.0|0|372.0|0|0.0|100
0|2020-11-15|14159.0|0|14580.0|0|372.0|0|0.0|100
0|2020-11-16|14159.0|0|14876.0|0|384.0|0|0.0|100
0|2020-11-17|14159.0|0|15287.0|0|384.0|0|0.0|100
0|2020-11-18|15717.0|0|15717.0|0|393.0|0|0.0|100
0|2020-11-19|15717.0|0|16299.0|0|404.0|0|0.0|100
0|2020-11-20|16811.0|0|16811.0|0|404.0|0|0.0|100
0|2020-11-21|16811.0|0|17333.0|0|404.0|0|0.0|100
0|2020-11-22|17684.0|0|17684.0|0|404.0|0|0.0|100
0|2020-11-23|17684.0|0|18001.0|0|404.0|0|0.0|100
0|2020-11-24|18369.0|0|18369.0|0|425.0|0|0.0|100
0|2020-11-25|18779.0|0|18779.0|0|427.0|0|0.0|100
0|2020-11-26|18779.0|0|19348.0|0|427.0|0|0.0|100
0|2020-11-27|19704.0|0|19704.0|0|436.0|0|0.0|100
0|2020-11-28|19704.0|0|20106.0|0|436.0|0|0.0|100
0|2020-11-29|20358.0|0|20358.0|0|436.0|0|0.0|100
0|2020-11-30|20358.0|0|20710.0|0|440.0|0|0.0|100
0|2020-12-01|20358.0|0|21156.0|0|440.0|0|0.0|100
0|2020-12-02|21476.0|0|21476.0|0|440.0|0|0.0|100
0|2020-12-03|21922.0|0|21922.0|0|490.0|0|0.0|100
0|2020-12-04|22352.0|0|22352.0|0|493.0|0|0.0|100
0|2020-12-05|22830.0|0|22830.0|0|493.0|0|0.0|100
0|2020-12-06|23132.0|0|23132.0|0|493.0|0|0.0|100
0|2020-12-07|23842.0|0|23842.0|0|494.0|0|0.0|100
0|2020-12-08|23842.0|0|24203.0|0|494.0|0|0.0|100
0|2020-12-09|24443.0|0|24443.0|0|525.0|0|0.0|100
0|2020-12-10|24779.0|0|24779.0|0|525.0|0|0.0|100
0|2020-12-11|25137.0|0|25137.0|0|525.0|0|0.0|100
0|2020-12-12|25496.0|0|25496.0|0|544.0|0|0.0|100
0|2020-12-13|25496.0|0|25748.0|0|544.0|0|0.0|100
0|2020-12-14|25931.0|0|25748.0|0|552.0|0|0.0|100
0|2020-12-15|26117.0|0|26117.0|0|572.0|0|0.0|100
0|2020-12-16|26117.0|0|26471.0|0|585.0|0|0.0|100
0|2020-12-17|26117.0|0|26831.0|0|585.0|0|0.0|100
0|2020-12-18|26117.0|0|27074.0|0|581.0|0|0.0|100
0|2020-12-19|27254.0|0|27254.0|0|588.0|0|0.0|100
0|2020-12-20|27481.0|0|27481.0|0|589.0|0|0.0|100
0|2020-12-21|27481.0|0|27673.0|0|589.0|0|0.0|100
0|2020-12-22|27481.0|0|27885.0|0|589.0|0|0.0|100
0|2020-12-23|27481.0|0|28098.0|0|589.0|0|0.0|100
0|2020-12-24|27481.0|0|28357.0|0|589.0|0|0.0|100
0|2020-12-25|27481.0|0|28559.0|0|589.0|0|0.0|100
0|2020-12-26|27481.0|0|28695.0|0|589.0|0|0.0|100
0|2020-12-27|27481.0|0|28828.0|0|589.0|0|0.0|100
0|2020-12-28|27481.0|0|28964.0|0|589.0|0|0.0|100
0|2020-12-29|27481.0|0|29109.0|0|606.0|0|0.0|100
0|2020-12-30|27481.0|0|29295.0|0|609.0|0|0.0|100
0|2020-12-31|27481.0|0|29565.0|0|612.0|0|0.0|100
0|2021-01-01|29776.0|0|29776.0|0|617.0|0|0.0|100
0|2021-01-02|29776.0|0|29915.0|0|620.0|0|0.0|100
0|2021-01-03|29776.0|0|30122.0|0|620.0|0|0.0|100
0|2021-01-04|30268.0|0|30268.0|0|620.0|0|0.0|100
0|2021-01-05|30649.0|0|30649.0|0|634.0|0|0.0|100
0|2021-01-06|30840.0|0|30649.0|0|641.0|0|0.0|100
0|2021-01-07|30840.0|0|31096.0|0|639.0|0|0.0|100
0|2021-01-08|31305.0|0|31305.0|0|644.0|0|0.0|100
0|2021-01-09|31516.0|0|31516.0|0|646.0|0|0.0|100
0|2021-01-10|31516.0|0|31685.0|0|648.0|0|0.0|100
0|2021-01-11|31837.0|0|31837.0|0|648.0|0|0.0|100
0|2021-01-12|31950.0|0|31950.0|0|651.0|0|0.0|100
0|2021-01-13|32191.0|0|32191.0|0|651.0|0|0.0|100
0|2021-01-14|32191.0|0|32441.0|0|658.0|0|0.0|100
0|2021-01-15|32613.0|0|32613.0|0|660.0|0|0.0|100
0|2021-01-16|32728.0|0|32728.0|0|660.0|0|0.0|100
0|2021-01-17|32832.0|0|32832.0|0|660.0|0|0.0|100
0|2021-01-18|32952.0|0|32952.0|0|661.0|0|0.0|100
0|2021-01-19|33123.0|0|33123.0|0|661.0|0|0.0|100
0|2021-01-20|33216.0|0|33216.0|0|671.0|0|0.0|100
0|2021-01-21|33321.0|0|33321.0|0|671.0|0|0.0|100
0|2021-01-22|33489.0|0|33489.0|0|676.0|0|0.0|100
0|2021-01-23|33640.0|0|33640.0|0|675.0|0|0.0|100
0|2021-01-24|33640.0|0|33760.0|0|676.0|0|0.0|100
